origin,destination,region,route_exposure,cluster,month,horizon,current_rate_usd_feu,forecast_rate_usd_feu,pct_change,regional_pct_change,lane_premium_pct_change,seasonal_pct_change,low_rate_usd_feu,high_rate_usd_feu
Nhava Sheva (JNPT),Felixstowe,Europe (North),suez,2,2026-08,1,3072.0,3193.0,3.9,3.9,0.0,0.0,2592.0,3538.0
Nhava Sheva (JNPT),Le Havre,Europe (North),suez,2,2026-08,1,3196.0,3320.0,3.9,3.9,0.0,0.0,2703.0,3675.0
Nhava Sheva (JNPT),New York/New Jersey,US East Coast,suez_panama,3,2026-08,1,3122.0,3197.0,2.4,2.4,0.0,0.0,2823.0,3413.0
Nhava Sheva (JNPT),Savannah,US East Coast,suez_panama,3,2026-08,1,3068.0,3141.0,2.4,2.4,-0.0,0.0,2777.0,3351.0
Nhava Sheva (JNPT),Norfolk,US East Coast,suez_panama,3,2026-08,1,3267.0,3339.0,2.2,2.4,-0.2,0.0,2982.0,3544.0
Nhava Sheva (JNPT),Charleston,US East Coast,suez_panama,3,2026-08,1,3224.0,3307.0,2.6,2.4,0.2,0.0,2893.0,3545.0
Nhava Sheva (JNPT),Baltimore,US East Coast,suez_panama,3,2026-08,1,3520.0,3608.0,2.5,2.4,0.1,0.0,3171.0,3859.0
Nhava Sheva (JNPT),Houston,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,3515.0,3591.0,2.2,2.2,0.0,0.0,3214.0,3808.0
Nhava Sheva (JNPT),New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,3407.0,3482.0,2.2,2.2,0.0,0.0,3110.0,3696.0
Nhava Sheva (JNPT),Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,2799.0,2859.0,2.1,2.2,-0.0,0.0,2560.0,3031.0
Nhava Sheva (JNPT),Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,2599.0,2659.0,2.3,2.2,0.2,0.0,2360.0,2831.0
Nhava Sheva (JNPT),Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,2555.0,2610.0,2.2,2.2,0.0,0.0,2336.0,2768.0
Nhava Sheva (JNPT),Lagos,Africa / South America (Cape),cape_route,4,2026-08,1,2587.0,2615.0,1.1,1.1,-0.1,0.0,2476.0,2695.0
Nhava Sheva (JNPT),Tema,Africa / South America (Cape),cape_route,4,2026-08,1,2761.0,2790.0,1.0,1.1,-0.1,0.0,2647.0,2872.0
Nhava Sheva (JNPT),Durban,Africa / South America (Cape),cape_route,4,2026-08,1,2180.0,2206.0,1.2,1.1,0.0,0.0,2077.0,2280.0
Nhava Sheva (JNPT),Cape Town,Africa / South America (Cape),cape_route,4,2026-08,1,2198.0,2226.0,1.3,1.1,0.1,0.0,2086.0,2307.0
Nhava Sheva (JNPT),Santos,Africa / South America (Cape),cape_route,4,2026-08,1,2702.0,2736.0,1.2,1.1,0.1,0.0,2568.0,2832.0
Nhava Sheva (JNPT),Buenos Aires,Africa / South America (Cape),cape_route,4,2026-08,1,3174.0,3204.0,0.9,1.1,-0.2,0.0,3056.0,3288.0
Nhava Sheva (JNPT),Mombasa,Indian Ocean Rim,indian_ocean,1,2026-08,1,773.0,786.0,1.6,1.4,-0.1,0.3,734.0,815.0
Nhava Sheva (JNPT),Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-08,1,820.0,833.0,1.6,1.4,-0.1,0.3,779.0,864.0
Nhava Sheva (JNPT),Colombo,Indian Ocean Rim,indian_ocean,1,2026-08,1,556.0,565.0,1.6,1.4,-0.1,0.3,529.0,585.0
Nhava Sheva (JNPT),Port Louis,Indian Ocean Rim,indian_ocean,1,2026-08,1,992.0,1009.0,1.7,1.4,0.0,0.3,939.0,1049.0
Nhava Sheva (JNPT),Karachi,Indian Ocean Rim,indian_ocean,1,2026-08,1,610.0,621.0,1.9,1.4,0.2,0.3,574.0,649.0
Nhava Sheva (JNPT),Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-08,1,2124.0,2148.0,1.1,1.1,-0.0,0.0,2029.0,2216.0
Nhava Sheva (JNPT),Oakland,Pacific (US West / Oceania),pacific,3,2026-08,1,2210.0,2234.0,1.1,1.1,-0.0,0.0,2114.0,2303.0
Nhava Sheva (JNPT),Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-08,1,2032.0,2054.0,1.1,1.1,-0.1,0.0,1946.0,2116.0
Nhava Sheva (JNPT),Vancouver,Pacific (US West / Oceania),pacific,3,2026-08,1,2239.0,2266.0,1.2,1.1,0.1,0.0,2130.0,2345.0
Nhava Sheva (JNPT),Melbourne,Pacific (US West / Oceania),pacific,3,2026-08,1,1928.0,1949.0,1.1,1.1,-0.0,0.0,1844.0,2009.0
Nhava Sheva (JNPT),Sydney,Pacific (US West / Oceania),pacific,3,2026-08,1,2105.0,2127.0,1.0,1.1,-0.1,0.0,2018.0,2190.0
Nhava Sheva (JNPT),Auckland,Pacific (US West / Oceania),pacific,3,2026-08,1,2026.0,2046.0,1.0,1.1,-0.2,0.0,1948.0,2102.0
Nhava Sheva (JNPT),Singapore,Intra-Asia,intra_asia,1,2026-08,1,480.0,485.0,1.0,0.9,0.1,0.0,462.0,498.0
Nhava Sheva (JNPT),Port Klang,Intra-Asia,intra_asia,1,2026-08,1,447.0,451.0,0.8,0.9,-0.0,0.0,432.0,461.0
Nhava Sheva (JNPT),Laem Chabang,Intra-Asia,intra_asia,1,2026-08,1,570.0,573.0,0.6,0.9,-0.3,0.0,557.0,583.0
Nhava Sheva (JNPT),Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-08,1,602.0,608.0,1.0,0.9,0.1,0.0,579.0,625.0
Nhava Sheva (JNPT),Shanghai,Intra-Asia,intra_asia,1,2026-08,1,723.0,730.0,0.9,0.9,0.0,0.0,697.0,748.0
Nhava Sheva (JNPT),Ningbo,Intra-Asia,intra_asia,1,2026-08,1,812.0,817.0,0.6,0.9,-0.3,0.0,793.0,831.0
Nhava Sheva (JNPT),Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-08,1,737.0,743.0,0.8,0.9,-0.0,0.0,712.0,761.0
Nhava Sheva (JNPT),Busan,Intra-Asia,intra_asia,1,2026-08,1,937.0,944.0,0.7,0.9,-0.2,0.0,910.0,963.0
Nhava Sheva (JNPT),Yokohama,Intra-Asia,intra_asia,1,2026-08,1,950.0,958.0,0.8,0.9,-0.1,0.0,919.0,980.0
ICD Tihi,Jebel Ali,Middle East,hormuz,6,2026-08,1,1053.0,1096.0,4.1,4.1,0.0,0.0,880.0,1221.0
ICD Tihi,Dammam,Middle East,hormuz,6,2026-08,1,1131.0,1177.0,4.1,4.1,-0.0,0.0,946.0,1310.0
ICD Tihi,Bandar Abbas,Middle East,hormuz,6,2026-08,1,1151.0,1199.0,4.1,4.1,0.0,0.0,961.0,1335.0
ICD Tihi,Kuwait City,Middle East,hormuz,6,2026-08,1,1047.0,1090.0,4.1,4.1,0.0,0.0,875.0,1214.0
ICD Tihi,Hamad Port (Doha),Middle East,hormuz,6,2026-08,1,1027.0,1070.0,4.2,4.1,0.0,0.0,857.0,1192.0
ICD Tihi,Sohar,Middle East,hormuz,6,2026-08,1,1069.0,1114.0,4.2,4.1,0.1,0.0,890.0,1243.0
ICD Tihi,Jeddah,Red Sea / East Africa,red_sea,0,2026-08,1,1236.0,1287.0,4.1,4.1,0.0,0.0,1034.0,1432.0
ICD Tihi,Port Sudan,Red Sea / East Africa,red_sea,0,2026-08,1,1690.0,1758.0,4.0,4.1,-0.1,0.0,1420.0,1953.0
ICD Tihi,Djibouti,Red Sea / East Africa,red_sea,0,2026-08,1,1534.0,1597.0,4.1,4.1,0.0,0.0,1282.0,1779.0
ICD Tihi,Aqaba,Red Sea / East Africa,red_sea,0,2026-08,1,1502.0,1564.0,4.1,4.1,0.0,0.0,1256.0,1741.0
ICD Tihi,Suez,Red Sea / East Africa,red_sea,0,2026-08,1,1676.0,1745.0,4.1,4.1,0.0,0.0,1403.0,1941.0
ICD Tihi,Piraeus,Europe (Mediterranean),suez,2,2026-08,1,2496.0,2592.0,3.8,3.9,-0.0,0.0,2114.0,2867.0
ICD Tihi,Genoa,Europe (Mediterranean),suez,2,2026-08,1,2637.0,2736.0,3.8,3.9,-0.1,0.0,2243.0,3020.0
ICD Tihi,Barcelona,Europe (Mediterranean),suez,2,2026-08,1,2663.0,2768.0,3.9,3.9,0.1,0.0,2246.0,3068.0
ICD Tihi,Marseille,Europe (Mediterranean),suez,2,2026-08,1,2787.0,2897.0,3.9,3.9,0.1,0.0,2349.0,3212.0
ICD Tihi,Valencia,Europe (Mediterranean),suez,2,2026-08,1,2686.0,2790.0,3.9,3.9,0.0,0.0,2272.0,3088.0
ICD Tihi,Gioia Tauro,Europe (Mediterranean),suez,2,2026-08,1,2833.0,2942.0,3.8,3.9,-0.0,0.0,2400.0,3253.0
ICD Tihi,Ambarli (Istanbul),Europe (Mediterranean),suez,2,2026-08,1,2652.0,2757.0,4.0,3.9,0.1,0.0,2233.0,3059.0
ICD Tihi,Rotterdam,Europe (North),suez,2,2026-08,1,3305.0,3431.0,3.8,3.9,-0.0,0.0,2802.0,3794.0
ICD Tihi,Hamburg,Europe (North),suez,2,2026-08,1,3580.0,3720.0,3.9,3.9,0.0,0.0,3023.0,4121.0
ICD Tihi,Antwerp,Europe (North),suez,2,2026-08,1,3160.0,3289.0,4.1,3.9,0.2,0.0,2645.0,3660.0
ICD Tihi,Felixstowe,Europe (North),suez,2,2026-08,1,3257.0,3384.0,3.9,3.9,0.0,0.0,2752.0,3748.0
ICD Tihi,Le Havre,Europe (North),suez,2,2026-08,1,3381.0,3510.0,3.8,3.9,-0.0,0.0,2866.0,3881.0
ICD Tihi,New York/New Jersey,US East Coast,suez_panama,3,2026-08,1,3307.0,3388.0,2.5,2.4,0.1,0.0,2984.0,3621.0
ICD Tihi,Savannah,US East Coast,suez_panama,3,2026-08,1,3253.0,3328.0,2.3,2.4,-0.1,0.0,2954.0,3544.0
ICD Tihi,Norfolk,US East Coast,suez_panama,3,2026-08,1,3452.0,3536.0,2.4,2.4,0.0,0.0,3119.0,3775.0
ICD Tihi,Charleston,US East Coast,suez_panama,3,2026-08,1,3409.0,3494.0,2.5,2.4,0.1,0.0,3072.0,3736.0
ICD Tihi,Baltimore,US East Coast,suez_panama,3,2026-08,1,3705.0,3792.0,2.3,2.4,-0.0,0.0,3359.0,4041.0
ICD Tihi,Houston,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,3700.0,3786.0,2.3,2.2,0.2,0.0,3359.0,4031.0
ICD Tihi,New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,3592.0,3667.0,2.1,2.2,-0.1,0.0,3293.0,3883.0
ICD Tihi,Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,2984.0,3047.0,2.1,2.2,-0.0,0.0,2734.0,3227.0
ICD Tihi,Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,2784.0,2840.0,2.0,2.2,-0.2,0.0,2563.0,2999.0
ICD Tihi,Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,2740.0,2797.0,2.1,2.2,-0.1,0.0,2512.0,2962.0
ICD Tihi,Lagos,Africa / South America (Cape),cape_route,4,2026-08,1,2772.0,2804.0,1.2,1.1,0.0,0.0,2645.0,2895.0
ICD Tihi,Tema,Africa / South America (Cape),cape_route,4,2026-08,1,2946.0,2981.0,1.2,1.1,0.0,0.0,2807.0,3081.0
ICD Tihi,Durban,Africa / South America (Cape),cape_route,4,2026-08,1,2365.0,2390.0,1.1,1.1,-0.1,0.0,2265.0,2462.0
ICD Tihi,Cape Town,Africa / South America (Cape),cape_route,4,2026-08,1,2383.0,2413.0,1.3,1.1,0.1,0.0,2264.0,2499.0
ICD Tihi,Santos,Africa / South America (Cape),cape_route,4,2026-08,1,2887.0,2925.0,1.3,1.1,0.2,0.0,2735.0,3034.0
ICD Tihi,Buenos Aires,Africa / South America (Cape),cape_route,4,2026-08,1,3359.0,3400.0,1.2,1.1,0.1,0.0,3196.0,3518.0
ICD Tihi,Mombasa,Indian Ocean Rim,indian_ocean,1,2026-08,1,958.0,974.0,1.7,1.4,0.0,0.3,907.0,1013.0
ICD Tihi,Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-08,1,1005.0,1022.0,1.7,1.4,0.0,0.3,951.0,1064.0
ICD Tihi,Colombo,Indian Ocean Rim,indian_ocean,1,2026-08,1,741.0,753.0,1.7,1.4,-0.0,0.3,703.0,782.0
ICD Tihi,Port Louis,Indian Ocean Rim,indian_ocean,1,2026-08,1,1177.0,1198.0,1.8,1.4,0.0,0.3,1112.0,1247.0
ICD Tihi,Karachi,Indian Ocean Rim,indian_ocean,1,2026-08,1,795.0,809.0,1.7,1.4,0.0,0.3,753.0,841.0
ICD Tihi,Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-08,1,2309.0,2334.0,1.1,1.1,-0.0,0.0,2209.0,2406.0
ICD Tihi,Oakland,Pacific (US West / Oceania),pacific,3,2026-08,1,2395.0,2431.0,1.5,1.1,0.4,0.0,2252.0,2534.0
ICD Tihi,Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-08,1,2217.0,2244.0,1.2,1.1,0.1,0.0,2108.0,2323.0
ICD Tihi,Vancouver,Pacific (US West / Oceania),pacific,3,2026-08,1,2424.0,2456.0,1.3,1.1,0.2,0.0,2296.0,2549.0
ICD Tihi,Melbourne,Pacific (US West / Oceania),pacific,3,2026-08,1,2113.0,2140.0,1.3,1.1,0.2,0.0,2004.0,2219.0
ICD Tihi,Sydney,Pacific (US West / Oceania),pacific,3,2026-08,1,2290.0,2315.0,1.1,1.1,-0.0,0.0,2190.0,2388.0
ICD Tihi,Auckland,Pacific (US West / Oceania),pacific,3,2026-08,1,2211.0,2233.0,1.0,1.1,-0.1,0.0,2124.0,2296.0
ICD Tihi,Singapore,Intra-Asia,intra_asia,1,2026-08,1,665.0,671.0,0.9,0.9,0.1,0.0,640.0,689.0
ICD Tihi,Port Klang,Intra-Asia,intra_asia,1,2026-08,1,632.0,638.0,1.0,0.9,0.1,0.0,606.0,657.0
ICD Tihi,Laem Chabang,Intra-Asia,intra_asia,1,2026-08,1,755.0,761.0,0.8,0.9,-0.1,0.0,731.0,778.0
ICD Tihi,Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-08,1,787.0,794.0,0.9,0.9,0.0,0.0,760.0,814.0
ICD Tihi,Shanghai,Intra-Asia,intra_asia,1,2026-08,1,908.0,916.0,0.9,0.9,0.1,0.0,874.0,941.0
ICD Tihi,Ningbo,Intra-Asia,intra_asia,1,2026-08,1,997.0,1006.0,0.9,0.9,0.1,0.0,960.0,1033.0
ICD Tihi,Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-08,1,922.0,929.0,0.7,0.9,-0.2,0.0,896.0,947.0
ICD Tihi,Busan,Intra-Asia,intra_asia,1,2026-08,1,1122.0,1133.0,0.9,0.9,0.1,0.0,1080.0,1163.0
ICD Tihi,Yokohama,Intra-Asia,intra_asia,1,2026-08,1,1135.0,1147.0,1.0,0.9,0.2,0.0,1088.0,1181.0
ICD Dhannad,Jebel Ali,Middle East,hormuz,6,2026-08,1,1203.0,1252.0,4.1,4.1,-0.0,0.0,1006.0,1394.0
ICD Dhannad,Dammam,Middle East,hormuz,6,2026-08,1,1281.0,1334.0,4.1,4.1,0.0,0.0,1070.0,1486.0
ICD Dhannad,Bandar Abbas,Middle East,hormuz,6,2026-08,1,1301.0,1354.0,4.1,4.1,-0.1,0.0,1091.0,1505.0
ICD Dhannad,Kuwait City,Middle East,hormuz,6,2026-08,1,1197.0,1246.0,4.1,4.1,-0.0,0.0,1003.0,1386.0
ICD Dhannad,Hamad Port (Doha),Middle East,hormuz,6,2026-08,1,1177.0,1225.0,4.1,4.1,-0.0,0.0,984.0,1364.0
ICD Dhannad,Sohar,Middle East,hormuz,6,2026-08,1,1219.0,1270.0,4.2,4.1,0.0,0.0,1018.0,1415.0
ICD Dhannad,Jeddah,Red Sea / East Africa,red_sea,0,2026-08,1,1386.0,1442.0,4.1,4.1,-0.0,0.0,1162.0,1603.0
ICD Dhannad,Port Sudan,Red Sea / East Africa,red_sea,0,2026-08,1,1840.0,1914.0,4.0,4.1,-0.1,0.0,1547.0,2125.0
ICD Dhannad,Djibouti,Red Sea / East Africa,red_sea,0,2026-08,1,1684.0,1751.0,4.0,4.1,-0.1,0.0,1415.0,1945.0
ICD Dhannad,Aqaba,Red Sea / East Africa,red_sea,0,2026-08,1,1652.0,1721.0,4.2,4.1,0.1,0.0,1377.0,1919.0
ICD Dhannad,Suez,Red Sea / East Africa,red_sea,0,2026-08,1,1826.0,1900.0,4.1,4.1,-0.0,0.0,1530.0,2113.0
ICD Dhannad,Piraeus,Europe (Mediterranean),suez,2,2026-08,1,2646.0,2748.0,3.8,3.9,-0.0,0.0,2242.0,3039.0
ICD Dhannad,Genoa,Europe (Mediterranean),suez,2,2026-08,1,2787.0,2892.0,3.8,3.9,-0.1,0.0,2368.0,3194.0
ICD Dhannad,Barcelona,Europe (Mediterranean),suez,2,2026-08,1,2813.0,2925.0,4.0,3.9,0.1,0.0,2366.0,3247.0
ICD Dhannad,Marseille,Europe (Mediterranean),suez,2,2026-08,1,2937.0,3046.0,3.7,3.9,-0.2,0.0,2503.0,3359.0
ICD Dhannad,Valencia,Europe (Mediterranean),suez,2,2026-08,1,2836.0,2952.0,4.1,3.9,0.2,0.0,2374.0,3285.0
ICD Dhannad,Gioia Tauro,Europe (Mediterranean),suez,2,2026-08,1,2983.0,3098.0,3.8,3.9,-0.0,0.0,2526.0,3427.0
ICD Dhannad,Ambarli (Istanbul),Europe (Mediterranean),suez,2,2026-08,1,2802.0,2913.0,4.0,3.9,0.1,0.0,2359.0,3232.0
ICD Dhannad,Rotterdam,Europe (North),suez,2,2026-08,1,3455.0,3587.0,3.8,3.9,-0.1,0.0,2931.0,3964.0
ICD Dhannad,Hamburg,Europe (North),suez,2,2026-08,1,3730.0,3875.0,3.9,3.9,0.0,0.0,3153.0,4290.0
ICD Dhannad,Antwerp,Europe (North),suez,2,2026-08,1,3310.0,3437.0,3.8,3.9,-0.0,0.0,2804.0,3801.0
ICD Dhannad,Felixstowe,Europe (North),suez,2,2026-08,1,3407.0,3536.0,3.8,3.9,-0.1,0.0,2893.0,3906.0
ICD Dhannad,Le Havre,Europe (North),suez,2,2026-08,1,3531.0,3666.0,3.8,3.9,-0.1,0.0,2995.0,4052.0
ICD Dhannad,New York/New Jersey,US East Coast,suez_panama,3,2026-08,1,3457.0,3536.0,2.3,2.4,-0.1,0.0,3142.0,3763.0
ICD Dhannad,Savannah,US East Coast,suez_panama,3,2026-08,1,3403.0,3487.0,2.5,2.4,0.1,0.0,3067.0,3729.0
ICD Dhannad,Norfolk,US East Coast,suez_panama,3,2026-08,1,3602.0,3683.0,2.3,2.4,-0.1,0.0,3279.0,3916.0
ICD Dhannad,Charleston,US East Coast,suez_panama,3,2026-08,1,3559.0,3644.0,2.4,2.4,0.0,0.0,3219.0,3889.0
ICD Dhannad,Baltimore,US East Coast,suez_panama,3,2026-08,1,3855.0,3943.0,2.3,2.4,-0.1,0.0,3506.0,4194.0
ICD Dhannad,Houston,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,3850.0,3931.0,2.1,2.2,-0.1,0.0,3529.0,4162.0
ICD Dhannad,New Orleans,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,3742.0,3824.0,2.2,2.2,0.0,0.0,3416.0,4059.0
ICD Dhannad,Cartagena,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,3134.0,3205.0,2.3,2.2,0.1,0.0,2852.0,3408.0
ICD Dhannad,Balboa,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,2934.0,2994.0,2.0,2.2,-0.1,0.0,2695.0,3166.0
ICD Dhannad,Kingston,US Gulf / Caribbean / Latin America,panama,5,2026-08,1,2890.0,2956.0,2.3,2.2,0.1,0.0,2627.0,3146.0
ICD Dhannad,Lagos,Africa / South America (Cape),cape_route,4,2026-08,1,2922.0,2950.0,0.9,1.1,-0.2,0.0,2812.0,3029.0
ICD Dhannad,Tema,Africa / South America (Cape),cape_route,4,2026-08,1,3096.0,3129.0,1.1,1.1,-0.1,0.0,2963.0,3225.0
ICD Dhannad,Durban,Africa / South America (Cape),cape_route,4,2026-08,1,2515.0,2543.0,1.1,1.1,-0.0,0.0,2402.0,2624.0
ICD Dhannad,Cape Town,Africa / South America (Cape),cape_route,4,2026-08,1,2533.0,2560.0,1.1,1.1,-0.1,0.0,2424.0,2638.0
ICD Dhannad,Santos,Africa / South America (Cape),cape_route,4,2026-08,1,3037.0,3073.0,1.2,1.1,0.1,0.0,2892.0,3178.0
ICD Dhannad,Buenos Aires,Africa / South America (Cape),cape_route,4,2026-08,1,3509.0,3547.0,1.1,1.1,-0.0,0.0,3357.0,3657.0
ICD Dhannad,Mombasa,Indian Ocean Rim,indian_ocean,1,2026-08,1,1108.0,1129.0,1.9,1.4,0.2,0.3,1041.0,1180.0
ICD Dhannad,Dar es Salaam,Indian Ocean Rim,indian_ocean,1,2026-08,1,1155.0,1177.0,1.9,1.4,0.2,0.3,1086.0,1229.0
ICD Dhannad,Colombo,Indian Ocean Rim,indian_ocean,1,2026-08,1,891.0,906.0,1.7,1.4,-0.0,0.3,845.0,941.0
ICD Dhannad,Port Louis,Indian Ocean Rim,indian_ocean,1,2026-08,1,1327.0,1348.0,1.6,1.4,-0.1,0.3,1261.0,1399.0
ICD Dhannad,Karachi,Indian Ocean Rim,indian_ocean,1,2026-08,1,945.0,963.0,1.9,1.4,0.2,0.3,887.0,1007.0
ICD Dhannad,Los Angeles/Long Beach,Pacific (US West / Oceania),pacific,3,2026-08,1,2459.0,2489.0,1.2,1.1,0.1,0.0,2339.0,2575.0
ICD Dhannad,Oakland,Pacific (US West / Oceania),pacific,3,2026-08,1,2545.0,2579.0,1.3,1.1,0.2,0.0,2410.0,2676.0
ICD Dhannad,Seattle/Tacoma,Pacific (US West / Oceania),pacific,3,2026-08,1,2367.0,2394.0,1.2,1.1,0.0,0.0,2259.0,2472.0
ICD Dhannad,Vancouver,Pacific (US West / Oceania),pacific,3,2026-08,1,2574.0,2603.0,1.1,1.1,0.0,0.0,2457.0,2687.0
ICD Dhannad,Melbourne,Pacific (US West / Oceania),pacific,3,2026-08,1,2263.0,2294.0,1.4,1.1,0.2,0.0,2140.0,2383.0
ICD Dhannad,Sydney,Pacific (US West / Oceania),pacific,3,2026-08,1,2440.0,2470.0,1.2,1.1,0.1,0.0,2322.0,2554.0
ICD Dhannad,Auckland,Pacific (US West / Oceania),pacific,3,2026-08,1,2361.0,2386.0,1.1,1.1,-0.1,0.0,2260.0,2459.0
ICD Dhannad,Singapore,Intra-Asia,intra_asia,1,2026-08,1,815.0,821.0,0.8,0.9,-0.1,0.0,790.0,839.0
ICD Dhannad,Port Klang,Intra-Asia,intra_asia,1,2026-08,1,782.0,790.0,1.1,0.9,0.2,0.0,749.0,814.0
ICD Dhannad,Laem Chabang,Intra-Asia,intra_asia,1,2026-08,1,905.0,913.0,0.9,0.9,0.0,0.0,873.0,936.0
ICD Dhannad,Ho Chi Minh City (Cat Lai),Intra-Asia,intra_asia,1,2026-08,1,937.0,944.0,0.8,0.9,-0.1,0.0,908.0,966.0
ICD Dhannad,Shanghai,Intra-Asia,intra_asia,1,2026-08,1,1058.0,1066.0,0.8,0.9,-0.1,0.0,1026.0,1089.0
ICD Dhannad,Ningbo,Intra-Asia,intra_asia,1,2026-08,1,1147.0,1160.0,1.1,0.9,0.3,0.0,1096.0,1197.0
ICD Dhannad,Yantian (Shenzhen),Intra-Asia,intra_asia,1,2026-08,1,1072.0,1081.0,0.8,0.9,-0.1,0.0,1037.0,1106.0
ICD Dhannad,Busan,Intra-Asia,intra_asia,1,2026-08,1,1272.0,1284.0,0.9,0.9,0.0,0.0,1226.0,1317.0
ICD Dhannad,Yokohama,Intra-Asia,intra_asia,1,2026-08,1,1285.0,1296.0,0.9,0.9,-0.0,0.0,1241.0,1328.0
Nhava Sheva (JNPT),Jebel Ali,Middle East,hormuz,6,2026-09,2,868.0,923.0,6.3,6.4,-0.0,0.0,755.0,1066.0
